source_product_id,source_product_name,recommended_product_id,recommended_product_name,pair_orders,confidence,lift,support
6,Defensa Náutica 7487,472,Defensa Náutica 9030,3,0.009900990099009901,4.002912055911473,8.729812309035356e-05
6,Defensa Náutica 7487,424,Colete Salva-Vidas 8874,6,0.019801980198019802,3.8230058960952276,0.00017459624618070712
6,Defensa Náutica 7487,109,Âncora Bruce 8139,3,0.009900990099009901,3.6196545186433533,8.729812309035356e-05
6,Defensa Náutica 7487,353,Cabo Náutico 2862,3,0.009900990099009901,3.6196545186433533,8.729812309035356e-05
6,Defensa Náutica 7487,163,Defensa Náutica 1277,3,0.009900990099009901,3.436843684368437,8.729812309035356e-05
7,Cabo Náutico 4894,317,Defensa Náutica 3153,4,0.017699115044247787,6.911705551086082,0.00011639749745380474
7,Cabo Náutico 4894,113,Hélice de Alumínio 1281,4,0.017699115044247787,5.154492275386231,0.00011639749745380474
7,Cabo Náutico 4894,109,Âncora Bruce 8139,3,0.01327433628318584,4.85289964225193,8.729812309035356e-05
7,Cabo Náutico 4894,407,Motor de Popa 3225,3,0.01327433628318584,4.85289964225193,8.729812309035356e-05
7,Cabo Náutico 4894,221,Sonar Transducer 4498,3,0.01327433628318584,3.8014380530973453,8.729812309035356e-05
8,Cabo Náutico 1373,390,Defensa Náutica 3955,2,0.022727272727272728,7.29927782497876,5.819874872690237e-05
8,Cabo Náutico 1373,14,Defensa Náutica 1161,3,0.03409090909090909,5.916838842975206,8.729812309035356e-05
8,Cabo Náutico 1373,405,Bateria Náutica 9124,3,0.03409090909090909,5.799673717371737,8.729812309035356e-05
8,Cabo Náutico 1373,285,Âncora Bruce 1131,3,0.03409090909090909,5.0936264822134385,8.729812309035356e-05
8,Cabo Náutico 1373,308,Motor de Popa 1540,4,0.045454545454545456,4.9120926243567755,0.00011639749745380474
9,Tinta Antifouling 874,353,Cabo Náutico 2862,5,0.0165016501650165,6.032757531072256,0.00014549687181725592
9,Tinta Antifouling 874,72,Motor de Popa 9771,4,0.013201320132013201,4.124212421242125,0.00011639749745380474
9,Tinta Antifouling 874,415,Bateria Náutica 6140,4,0.013201320132013201,3.9795032134792425,0.00011639749745380474
9,Tinta Antifouling 874,137,Motor de Popa 8544,4,0.013201320132013201,3.8122971961061656,0.00011639749745380474
9,Tinta Antifouling 874,13,GPS Plotter 7021,3,0.009900990099009901,3.7389837884887394,8.729812309035356e-05
10,Colete Salva-Vidas 6199,359,Hélice de Alumínio 8562,2,0.019417475728155338,7.6699029126213585,5.819874872690237e-05
10,Colete Salva-Vidas 6199,33,Hélice de Alumínio 7117,4,0.038834951456310676,6.606748053446121,0.00011639749745380474
10,Colete Salva-Vidas 6199,228,Defensa Náutica 9651,2,0.019417475728155338,6.3550624133148395,5.819874872690237e-05
10,Colete Salva-Vidas 6199,355,Cabo Náutico 1755,2,0.019417475728155338,6.178532901833872,5.819874872690237e-05
10,Colete Salva-Vidas 6199,415,Bateria Náutica 6140,2,0.019417475728155338,5.8533469596320895,5.819874872690237e-05
11,Hélice de Alumínio 4091,172,Defensa Náutica 2684,3,0.015228426395939087,5.627149173080072,8.729812309035356e-05
11,Hélice de Alumínio 4091,495,Sonar Transducer 4154,3,0.015228426395939087,5.080824010645113,8.729812309035356e-05
11,Hélice de Alumínio 4091,371,Motor de Popa 4088,3,0.015228426395939087,4.98404641044235,8.729812309035356e-05
11,Hélice de Alumínio 4091,159,GPS Plotter 2508,5,0.025380710659898477,4.114189253902882,0.00014549687181725592
11,Hélice de Alumínio 4091,330,Bússola de Bordo 4659,2,0.01015228426395939,3.9645823719427775,5.819874872690237e-05
12,Cabo Náutico 8028,296,Vela Mestra 9794,4,0.031007751937984496,11.216646266829864,0.00011639749745380474
12,Cabo Náutico 8028,109,Âncora Bruce 8139,2,0.015503875968992248,5.667986145472538,5.819874872690237e-05
12,Cabo Náutico 8028,365,Sonar Transducer 455,2,0.015503875968992248,5.4926876048909135,5.819874872690237e-05
12,Cabo Náutico 8028,38,Sonar Transducer 7290,2,0.015503875968992248,5.172725220139986,5.819874872690237e-05
12,Cabo Náutico 8028,380,Sonar Transducer 8538,2,0.015503875968992248,4.9332472006890615,5.819874872690237e-05
13,GPS Plotter 7021,317,Defensa Náutica 3153,2,0.02197802197802198,8.582667332667333,5.819874872690237e-05
13,GPS Plotter 7021,349,Bateria Náutica 5090,2,0.02197802197802198,7.629037629037629,5.819874872690237e-05
13,GPS Plotter 7021,485,GPS Plotter 5365,3,0.03296703296703297,6.090925203828429,8.729812309035356e-05
13,GPS Plotter 7021,171,Motor de Popa 6225,5,0.054945054945054944,6.051880811496196,0.00014549687181725592
13,GPS Plotter 7021,302,GPS Plotter 9135,3,0.03296703296703297,5.3439249429815465,8.729812309035356e-05
14,Defensa Náutica 1161,8,Cabo Náutico 1373,3,0.015151515151515152,5.916838842975206,8.729812309035356e-05
14,Defensa Náutica 1161,151,Hélice de Alumínio 7225,3,0.015151515151515152,5.480861244019139,8.729812309035356e-05
14,Defensa Náutica 1161,383,Sonar Transducer 7919,6,0.030303030303030304,4.587505006007208,0.00017459624618070712
14,Defensa Náutica 1161,494,Motor de Popa 4783,3,0.015151515151515152,4.1990469208211145,8.729812309035356e-05
14,Defensa Náutica 1161,347,Bússola de Bordo 9956,2,0.010101010101010102,4.036293164200141,5.819874872690237e-05
15,Bússola de Bordo 6287,85,Hélice de Alumínio 6549,2,0.019801980198019802,7.561056105610561,5.819874872690237e-05
15,Bússola de Bordo 6287,353,Cabo Náutico 2862,2,0.019801980198019802,7.239309037286707,5.819874872690237e-05
15,Bússola de Bordo 6287,250,Hélice de Alumínio 8577,2,0.019801980198019802,6.737574747573768,5.819874872690237e-05
15,Bússola de Bordo 6287,326,Defensa Náutica 824,2,0.019801980198019802,6.737574747573768,5.819874872690237e-05
15,Bússola de Bordo 6287,500,Motor de Popa 7932,3,0.0297029702970297,4.979232069548418,8.729812309035356e-05
16,Hélice de Alumínio 8340,230,Bússola de Bordo 4361,5,0.01639344262295082,5.416929382093317,0.00014549687181725592
16,Hélice de Alumínio 8340,8,Cabo Náutico 1373,3,0.009836065573770493,3.8410953800298064,8.729812309035356e-05
16,Hélice de Alumínio 8340,386,Sonar Transducer 9061,7,0.022950819672131147,3.5850223546944857,0.0002036956205441583
16,Hélice de Alumínio 8340,122,Vela Mestra 7742,3,0.009836065573770493,3.48470508703735,8.729812309035356e-05
16,Hélice de Alumínio 8340,275,Cabo Náutico 5921,8,0.02622950819672131,2.889029003783102,0.00023279499490760948
17,GPS Plotter 3436,172,Defensa Náutica 2684,3,0.014705882352941176,5.434060721062618,8.729812309035356e-05
17,GPS Plotter 3436,221,Sonar Transducer 4498,3,0.014705882352941176,4.21139705882353,8.729812309035356e-05
17,GPS Plotter 3436,181,Bateria Náutica 7848,5,0.024509803921568627,3.863667026443605,0.00014549687181725592
17,GPS Plotter 3436,87,Vela Mestra 9995,5,0.024509803921568627,3.828542780748663,0.00014549687181725592
17,GPS Plotter 3436,445,Hélice de Alumínio 9779,4,0.0196078431372549,3.546439628482972,0.00011639749745380474
18,Âncora Bruce 7120,89,Âncora Bruce 2687,3,0.030612244897959183,8.694130544779895,8.729812309035356e-05
18,Âncora Bruce 7120,448,Bateria Náutica 6898,2,0.02040816326530612,7.969619666048237,5.819874872690237e-05
18,Âncora Bruce 7120,353,Cabo Náutico 2862,2,0.02040816326530612,7.4609205384281365,5.819874872690237e-05
18,Âncora Bruce 7120,142,Cabo Náutico 3932,2,0.02040816326530612,7.382384532760471,5.819874872690237e-05
18,Âncora Bruce 7120,452,Tinta Antifouling 4641,2,0.02040816326530612,7.013265306122449,5.819874872690237e-05
19,Âncora Bruce 4405,236,Bateria Náutica 9272,3,0.014084507042253521,4.745236122618062,8.729812309035356e-05
19,Âncora Bruce 4405,461,Colete Salva-Vidas 3259,3,0.014084507042253521,4.566170608557003,8.729812309035356e-05
19,Âncora Bruce 4405,184,Tinta Antifouling 8753,3,0.014084507042253521,4.481611893583724,8.729812309035356e-05
19,Âncora Bruce 4405,35,Colete Salva-Vidas 8211,6,0.028169014084507043,4.420219949836002,0.00017459624618070712
19,Âncora Bruce 4405,484,Hélice de Alumínio 6668,5,0.023474178403755867,3.8597614394500974,0.00014549687181725592
20,GPS Plotter 7169,463,Motor de Popa 8671,3,0.01485148514851485,5.866336633663366,8.729812309035356e-05
20,GPS Plotter 7169,34,Defensa Náutica 5959,3,0.01485148514851485,5.261559661120751,8.729812309035356e-05
20,GPS Plotter 7169,240,Bússola de Bordo 702,3,0.01485148514851485,5.053181060680325,8.729812309035356e-05
20,GPS Plotter 7169,135,GPS Plotter 3319,6,0.0297029702970297,4.792218658485567,0.00017459624618070712
20,GPS Plotter 7169,316,Cabo Náutico 6564,6,0.0297029702970297,4.476941115164148,0.00017459624618070712
21,Âncora Bruce 6850,324,Colete Salva-Vidas 5603,3,0.015384615384615385,5.234577303884235,8.729812309035356e-05
21,Âncora Bruce 6850,429,GPS Plotter 3591,3,0.015384615384615385,5.234577303884235,8.729812309035356e-05
21,Âncora Bruce 6850,380,Sonar Transducer 8538,3,0.015384615384615385,4.895299145299146,8.729812309035356e-05
21,Âncora Bruce 6850,226,Hélice de Alumínio 3756,3,0.015384615384615385,4.518737672583827,8.729812309035356e-05
21,Âncora Bruce 6850,106,Hélice de Alumínio 2016,4,0.020512820512820513,4.272261072261073,0.00011639749745380474
22,Vela Mestra 7039,454,Vela Mestra 401,2,0.011299435028248588,4.362978480289469,5.819874872690237e-05
22,Vela Mestra 7039,365,Sonar Transducer 455,2,0.011299435028248588,4.003145203564564,5.819874872690237e-05
22,Vela Mestra 7039,18,Âncora Bruce 7120,2,0.011299435028248588,3.9622967831200278,5.819874872690237e-05
22,Vela Mestra 7039,163,Defensa Náutica 1277,2,0.011299435028248588,3.9222735832905324,5.819874872690237e-05
22,Vela Mestra 7039,497,Colete Salva-Vidas 9810,6,0.03389830508474576,3.9091115914002956,0.00017459624618070712
23,Âncora Bruce 4975,193,Cabo Náutico 8225,3,0.013513513513513514,4.738692774407061,8.729812309035356e-05
23,Âncora Bruce 4975,209,Cabo Náutico 7626,3,0.013513513513513514,4.34011113917656,8.729812309035356e-05
23,Âncora Bruce 4975,300,GPS Plotter 7543,3,0.013513513513513514,3.9691614691614694,8.729812309035356e-05
23,Âncora Bruce 4975,363,Motor de Popa 1279,5,0.02252252252252252,3.8893793290778214,0.00014549687181725592
23,Âncora Bruce 4975,309,Motor de Popa 4415,2,0.009009009009009009,3.5585585585585586,5.819874872690237e-05
24,Colete Salva-Vidas 3398,437,Hélice de Alumínio 728,3,0.012295081967213115,3.5210040983606556,8.729812309035356e-05
24,Colete Salva-Vidas 3398,69,Motor de Popa 2195,2,0.00819672131147541,3.353337236533958,5.819874872690237e-05
24,Colete Salva-Vidas 3398,12,Cabo Náutico 8028,3,0.012295081967213115,3.2753526496378194,8.729812309035356e-05
24,Colete Salva-Vidas 3398,488,Bateria Náutica 9984,4,0.01639344262295082,3.1297814207650276,0.00011639749745380474
24,Colete Salva-Vidas 3398,211,Cabo Náutico 9796,2,0.00819672131147541,3.1297814207650276,5.819874872690237e-05
25,Bússola de Bordo 799,85,Hélice de Alumínio 6549,2,0.017699115044247787,6.758112094395281,5.819874872690237e-05
25,Bússola de Bordo 799,66,TBD,4,0.035398230088495575,5.905146490248303,0.00011639749745380474
25,Bússola de Bordo 799,102,Bateria Náutica 3506,2,0.017699115044247787,5.288957291265871,5.819874872690237e-05
25,Bússola de Bordo 799,305,Bateria Náutica 5556,2,0.017699115044247787,5.068584070796461,5.819874872690237e-05
25,Bússola de Bordo 799,363,Motor de Popa 1279,3,0.02654867256637168,4.584648908258105,8.729812309035356e-05
26,Bússola de Bordo 3795,427,Âncora Bruce 5445,3,0.015957446808510637,5.896533973919011,8.729812309035356e-05
26,Bússola de Bordo 3795,56,Sonar Transducer 4571,2,0.010638297872340425,4.250989609104404,5.819874872690237e-05
26,Bússola de Bordo 3795,359,Hélice de Alumínio 8562,2,0.010638297872340425,4.202127659574468,5.819874872690237e-05
26,Bússola de Bordo 3795,246,Motor de Popa 1365,2,0.010638297872340425,4.0620567375886525,5.819874872690237e-05
26,Bússola de Bordo 3795,446,Vela Mestra 2993,2,0.010638297872340425,4.017418751461305,5.819874872690237e-05
27,Colete Salva-Vidas 7001,221,Sonar Transducer 4498,4,0.021739130434782608,6.225543478260869,0.00011639749745380474
27,Colete Salva-Vidas 7001,324,Colete Salva-Vidas 5603,3,0.016304347826086956,5.547513990529488,8.729812309035356e-05
27,Colete Salva-Vidas 7001,372,Vela Mestra 500,3,0.016304347826086956,5.047737955346651,8.729812309035356e-05
27,Colete Salva-Vidas 7001,186,Motor de Popa 4710,2,0.010869565217391304,4.293478260869565,5.819874872690237e-05
27,Colete Salva-Vidas 7001,309,Motor de Popa 4415,2,0.010869565217391304,4.293478260869565,5.819874872690237e-05
28,Colete Salva-Vidas 1890,230,Bússola de Bordo 4361,3,0.014285714285714285,4.720467032967033,8.729812309035356e-05
28,Colete Salva-Vidas 1890,471,Colete Salva-Vidas 7201,3,0.014285714285714285,4.720467032967033,8.729812309035356e-05
28,Colete Salva-Vidas 1890,463,Motor de Popa 8671,2,0.009523809523809525,3.7619047619047623,5.819874872690237e-05
28,Colete Salva-Vidas 1890,172,Defensa Náutica 2684,2,0.009523809523809525,3.5192012288786483,5.819874872690237e-05
28,Colete Salva-Vidas 1890,109,Âncora Bruce 8139,2,0.009523809523809525,3.4817629179331306,5.819874872690237e-05
29,Defensa Náutica 3153,367,Sonar Transducer 4574,4,0.011695906432748537,3.8279030910609855,0.00011639749745380474
29,Defensa Náutica 3153,184,Tinta Antifouling 8753,4,0.011695906432748537,3.721572449642625,0.00011639749745380474
29,Defensa Náutica 3153,234,Defensa Náutica 417,10,0.029239766081871343,3.220591542959964,0.00029099374363451185
29,Defensa Náutica 3153,478,Tinta Antifouling 3290,3,0.008771929824561403,3.1731301939058167,8.729812309035356e-05
29,Defensa Náutica 3153,193,Cabo Náutico 8225,3,0.008771929824561403,3.0759935553168636,8.729812309035356e-05
30,Colete Salva-Vidas 8612,83,Bússola de Bordo 7257,3,0.03571428571428571,5.929089026915113,8.729812309035356e-05
30,Colete Salva-Vidas 8612,181,Bateria Náutica 7848,3,0.03571428571428571,5.629914809960681,8.729812309035356e-05
30,Colete Salva-Vidas 8612,165,GPS Plotter 6840,3,0.03571428571428571,5.454761904761905,8.729812309035356e-05
30,Colete Salva-Vidas 8612,254,Bússola de Bordo 7825,4,0.047619047619047616,5.146001796945193,0.00011639749745380474
30,Colete Salva-Vidas 8612,467,Colete Salva-Vidas 2345,1,0.011904761904761904,4.8703231292517,2.9099374363451186e-05
31,Sonar Transducer 4635,448,Bateria Náutica 6898,3,0.01694915254237288,6.618836671802773,8.729812309035356e-05
31,Sonar Transducer 4635,472,Defensa Náutica 9030,2,0.011299435028248588,4.568295114656031,5.819874872690237e-05
31,Sonar Transducer 4635,446,Vela Mestra 2993,2,0.011299435028248588,4.26708884336003,5.819874872690237e-05
31,Sonar Transducer 4635,109,Âncora Bruce 8139,2,0.011299435028248588,4.130905156869816,5.819874872690237e-05
31,Sonar Transducer 4635,142,Cabo Náutico 3932,2,0.011299435028248588,4.087421944692239,5.819874872690237e-05
32,Defensa Náutica 793,367,Sonar Transducer 4574,4,0.017857142857142856,5.844387755102041,0.00011639749745380474
32,Defensa Náutica 793,309,Motor de Popa 4415,3,0.013392857142857142,5.290178571428571,8.729812309035356e-05
32,Defensa Náutica 793,85,Hélice de Alumínio 6549,3,0.013392857142857142,5.113839285714286,8.729812309035356e-05
32,Defensa Náutica 793,218,Bússola de Bordo 4059,3,0.013392857142857142,4.648944805194805,8.729812309035356e-05
32,Defensa Náutica 793,225,Âncora Bruce 7480,3,0.013392857142857142,4.468403259361997,8.729812309035356e-05
33,Hélice de Alumínio 7117,10,Colete Salva-Vidas 6199,4,0.019801980198019802,6.606748053446121,0.00011639749745380474
33,Hélice de Alumínio 7117,207,Tinta Antifouling 179,3,0.01485148514851485,4.907416222391469,8.729812309035356e-05
33,Hélice de Alumínio 7117,51,Defensa Náutica 9969,3,0.01485148514851485,4.725660066006601,8.729812309035356e-05
33,Hélice de Alumínio 7117,489,Defensa Náutica 9755,3,0.01485148514851485,4.63973897389739,8.729812309035356e-05
33,Hélice de Alumínio 7117,347,Bússola de Bordo 9956,2,0.009900990099009901,3.956366566889247,5.819874872690237e-05
34,Defensa Náutica 5959,326,Defensa Náutica 824,2,0.020618556701030927,7.015412881494335,5.819874872690237e-05
34,Defensa Náutica 5959,397,GPS Plotter 3411,2,0.020618556701030927,6.81304520222046,5.819874872690237e-05
34,Defensa Náutica 5959,305,Bateria Náutica 5556,2,0.020618556701030927,5.904639175257732,5.819874872690237e-05
34,Defensa Náutica 5959,20,GPS Plotter 7169,3,0.030927835051546393,5.261559661120752,8.729812309035356e-05
34,Defensa Náutica 5959,261,Âncora Bruce 7226,3,0.030927835051546393,4.4284793814432994,8.729812309035356e-05
35,Colete Salva-Vidas 8211,371,Motor de Popa 4088,3,0.0136986301369863,4.483365949119373,8.729812309035356e-05
35,Colete Salva-Vidas 8211,19,Âncora Bruce 4405,6,0.0273972602739726,4.420219949836002,0.00017459624618070712
35,Colete Salva-Vidas 8211,458,Sonar Transducer 9222,3,0.0136986301369863,4.35882800608828,8.729812309035356e-05
35,Colete Salva-Vidas 8211,249,Motor de Popa 1606,8,0.0365296803652968,4.1844748858447485,0.00023279499490760948
35,Colete Salva-Vidas 8211,472,Defensa Náutica 9030,2,0.0091324200913242,3.69218372280419,5.819874872690237e-05
36,GPS Plotter 8951,292,Vela Mestra 7242,3,0.014285714285714285,4.306390977443609,8.729812309035356e-05
36,GPS Plotter 8951,309,Motor de Popa 4415,2,0.009523809523809525,3.7619047619047623,5.819874872690237e-05
36,GPS Plotter 8951,330,Bússola de Bordo 4659,2,0.009523809523809525,3.7191558441558445,5.819874872690237e-05
36,GPS Plotter 8951,79,Sonar Transducer 5255,2,0.009523809523809525,3.636507936507937,5.819874872690237e-05
36,GPS Plotter 8951,307,Vela Mestra 6857,2,0.009523809523809525,3.636507936507937,5.819874872690237e-05
37,Âncora Bruce 3597,107,Tinta Antifouling 5097,5,0.015527950310559006,4.8073694812825245,0.00014549687181725592
37,Âncora Bruce 3597,124,Âncora Bruce 9985,8,0.024844720496894408,4.02730575413102,0.00023279499490760948
37,Âncora Bruce 3597,359,Hélice de Alumínio 8562,3,0.009316770186335404,3.6801242236024847,8.729812309035356e-05
37,Âncora Bruce 3597,122,Vela Mestra 7742,3,0.009316770186335404,3.300729973746558,8.729812309035356e-05
37,Âncora Bruce 3597,316,Cabo Náutico 6564,7,0.021739130434782608,3.276601830663615,0.0002036956205441583
38,Sonar Transducer 7290,287,Âncora Bruce 4980,2,0.019417475728155338,6.808995442837329,5.819874872690237e-05
38,Sonar Transducer 7290,139,Sonar Transducer 7171,2,0.019417475728155338,6.606748053446121,5.819874872690237e-05
38,Sonar Transducer 7290,207,Tinta Antifouling 179,2,0.019417475728155338,6.416168782673636,5.819874872690237e-05
38,Sonar Transducer 7290,199,Colete Salva-Vidas 2755,2,0.019417475728155338,6.236276199981853,5.819874872690237e-05
38,Sonar Transducer 7290,102,Bateria Náutica 3506,2,0.019417475728155338,5.802448290417897,5.819874872690237e-05
39,Bateria Náutica 3427,209,Cabo Náutico 7626,6,0.028985507246376812,9.309223892726534,0.00017459624618070712
39,Bateria Náutica 3427,69,Motor de Popa 2195,3,0.014492753623188406,5.929089026915113,8.729812309035356e-05
39,Bateria Náutica 3427,235,GPS Plotter 1842,5,0.024154589371980676,3.9907329988851727,0.00014549687181725592
39,Bateria Náutica 3427,331,Bateria Náutica 5936,5,0.024154589371980676,3.825218727042009,0.00014549687181725592
39,Bateria Náutica 3427,463,Motor de Popa 8671,2,0.00966183574879227,3.8164251207729465,5.819874872690237e-05
40,Tinta Antifouling 4321,60,Vela Mestra 2410,3,0.013636363636363636,4.932775119617224,8.729812309035356e-05
40,Tinta Antifouling 4321,155,Bateria Náutica 5487,3,0.013636363636363636,4.005244755244755,8.729812309035356e-05
40,Tinta Antifouling 4321,56,Sonar Transducer 4571,2,0.00909090909090909,3.6326638477801265,5.819874872690237e-05
40,Tinta Antifouling 4321,347,Bússola de Bordo 9956,2,0.00909090909090909,3.6326638477801265,5.819874872690237e-05
40,Tinta Antifouling 4321,79,Sonar Transducer 5255,2,0.00909090909090909,3.471212121212121,5.819874872690237e-05
41,Âncora Bruce 2416,490,Colete Salva-Vidas 3881,6,0.03,5.078571428571428,0.00017459624618070712
41,Âncora Bruce 2416,459,Vela Mestra 9743,9,0.045,4.89375,0.00026189436927106065
41,Âncora Bruce 2416,355,Cabo Náutico 1755,3,0.015,4.772916666666666,8.729812309035356e-05
41,Âncora Bruce 2416,134,Cabo Náutico 5788,5,0.025,4.64391891891892,0.00014549687181725592
41,Âncora Bruce 2416,463,Motor de Popa 8671,2,0.01,3.95,5.819874872690237e-05
42,Tinta Antifouling 503,45,Tinta Antifouling 3620,2,0.01652892561983471,6.682547399124939,5.819874872690237e-05
42,Tinta Antifouling 503,472,Defensa Náutica 9030,2,0.01652892561983471,6.682547399124939,5.819874872690237e-05
42,Tinta Antifouling 503,427,Âncora Bruce 5445,2,0.01652892561983471,6.107704612103439,5.819874872690237e-05
42,Tinta Antifouling 503,109,Âncora Bruce 8139,2,0.01652892561983471,6.042729031123615,5.819874872690237e-05
42,Tinta Antifouling 503,193,Cabo Náutico 8225,2,0.01652892561983471,5.796087029853264,5.819874872690237e-05
43,Defensa Náutica 9513,210,João da Silva,8,0.026143790849673203,4.607340372046255,0.00023279499490760948
43,Defensa Náutica 9513,11,Hélice de Alumínio 4091,6,0.0196078431372549,3.4204240071663183,0.00017459624618070712
43,Defensa Náutica 9513,252,Defensa Náutica 9558,3,0.00980392156862745,3.2395361990950224,8.729812309035356e-05
43,Defensa Náutica 9513,462,Hélice de Alumínio 1260,3,0.00980392156862745,3.1487080813633863,8.729812309035356e-05
43,Defensa Náutica 9513,113,Hélice de Alumínio 1281,3,0.00980392156862745,2.85518444666002,8.729812309035356e-05
44,Motor de Popa 9645,493,Hélice de Alumínio 5003,7,0.03431372549019608,3.8662005785920925,0.0002036956205441583
44,Motor de Popa 9645,307,Vela Mestra 6857,2,0.00980392156862745,3.7434640522875817,5.819874872690237e-05
44,Motor de Popa 9645,384,Bateria Náutica 684,4,0.0196078431372549,3.5094975490196076,0.00011639749745380474
44,Motor de Popa 9645,325,Âncora Bruce 5388,2,0.00980392156862745,3.5094975490196076,5.819874872690237e-05
44,Motor de Popa 9645,139,Sonar Transducer 7171,2,0.00980392156862745,3.3357600465928945,5.819874872690237e-05
45,Tinta Antifouling 3620,407,Motor de Popa 3225,2,0.023529411764705882,8.60200250312891,5.819874872690237e-05
45,Tinta Antifouling 3620,395,Vela Mestra 9165,2,0.023529411764705882,8.085882352941177,5.819874872690237e-05
45,Tinta Antifouling 3620,42,Tinta Antifouling 503,2,0.023529411764705882,6.68254739912494,5.819874872690237e-05
45,Tinta Antifouling 3620,414,Âncora Bruce 5302,3,0.03529411764705882,5.667674546454095,8.729812309035356e-05
45,Tinta Antifouling 3620,69,Motor de Popa 2195,1,0.011764705882352941,4.813025210084033,2.9099374363451186e-05
46,Defensa Náutica 5036,324,Colete Salva-Vidas 5603,3,0.015228426395939087,5.181434387093532,8.729812309035356e-05
46,Defensa Náutica 5036,358,Motor de Popa 553,3,0.015228426395939087,4.93702710468346,8.729812309035356e-05
46,Defensa Náutica 5036,221,Sonar Transducer 4498,3,0.015228426395939087,4.361040609137056,8.729812309035356e-05
46,Defensa Náutica 5036,443,Vela Mestra 6757,5,0.025380710659898477,4.3178619892446095,0.00014549687181725592
46,Defensa Náutica 5036,69,Motor de Popa 2195,2,0.01015228426395939,4.153372008701957,5.819874872690237e-05
47,Motor de Popa 5561,139,Sonar Transducer 7171,4,0.0196078431372549,6.671520093185789,0.00011639749745380474
47,Motor de Popa 5561,200,Tinta Antifouling 4777,3,0.014705882352941176,5.553490627020039,8.729812309035356e-05
47,Motor de Popa 5561,94,Tinta Antifouling 569,3,0.014705882352941176,5.003640069889342,8.729812309035356e-05
47,Motor de Popa 5561,8,Cabo Náutico 1373,2,0.00980392156862745,3.828542780748663,5.819874872690237e-05
47,Motor de Popa 5561,136,Colete Salva-Vidas 9822,2,0.00980392156862745,3.7855254461335095,5.819874872690237e-05
48,Bússola de Bordo 6684,403,Vela Mestra 807,2,0.020833333333333332,8.32485465116279,5.819874872690237e-05
48,Bússola de Bordo 6684,402,Tinta Antifouling 3241,2,0.020833333333333332,7.867445054945055,5.819874872690237e-05
48,Bússola de Bordo 6684,151,Hélice de Alumínio 7225,2,0.020833333333333332,7.536184210526315,5.819874872690237e-05
